Age,Age_Gap,Has_Own_House,Is_Spouse,Reco_Individual_Insurance,Reco_Policy_Premium,Holding_Policy_Duration,Holding_Policy_Type,Health_Indicator,Response,Reco_Policy_Groups,City_Group,Region_Group
51,24,0,0,0,29475,10,1,1,1,1,2,18
70,0,1,0,1,21184,15,3,1,0,0,0,10
40,0,1,0,1,16800,0,0,1,0,1,0,1
48,23,0,0,0,23946,0,0,3,1,1,0,2
32,0,1,0,1,6110,2,2,1,1,3,4,19
55,7,0,1,0,29025,7,2,1,0,2,1,6
46,0,0,0,1,9824,8,1,3,0,3,2,14
75,0,0,0,1,19776,8,3,3,0,0,1,14
28,2,0,1,0,13888,0,0,3,0,3,3,19
29,0,0,0,1,10144,0,0,1,0,0,2,9
26,0,1,0,1,6608,0,0,5,0,1,1,9
32,0,1,0,1,6430,3,1,1,0,0,3,17
18,0,0,0,1,9044,0,0,3,1,1,1,19
20,4,0,1,0,10605,2,1,1,0,3,4,14
54,0,0,0,1,14544,15,3,2,0,3,4,5
36,24,1,1,0,28512,13,3,1,1,1,4,15
42,12,0,1,0,13910,15,2,5,0,4,4,0
20,0,1,0,1,10368,0,0,3,0,0,4,12
27,0,1,0,1,9492,0,0,2,0,3,1,5
71,0,0,0,1,17388,15,3,1,1,2,0,18
54,11,0,1,0,24780,15,3,5,1,4,2,3
40,2,0,1,0,16173,3,3,2,1,3,3,8
53,0,0,0,1,11680,7,3,1,0,0,0,17
37,0,1,0,1,10800,0,0,1,0,1,3,6
44,0,0,0,1,15888,3,1,1,0,3,1,2
27,0,1,0,1,5144,0,0,1,0,2,1,9
60,0,1,0,1,18060,0,0,1,0,3,3,2
55,0,0,0,1,19488,1,2,1,0,2,0,16
49,0,1,0,1,12716,0,0,1,0,1,3,17
69,2,0,1,0,39820,1,3,1,0,3,0,16
28,0,0,0,1,7620,0,0,2,0,0,2,11
28,0,0,0,1,11772,7,3,2,0,4,0,15
48,0,1,0,1,14212,2,1,3,0,1,3,1
42,0,0,0,1,14064,0,0,1,0,0,2,8
23,0,0,0,1,10122,0,0,2,0,3,2,9
51,0,1,0,1,11960,9,3,1,0,1,4,19
58,3,0,1,0,24990,3,4,1,0,4,0,8
74,0,0,0,1,18190,15,4,2,0,1,3,4
63,0,0,0,1,12840,7,1,1,0,1,2,16
51,0,1,0,1,13660,10,1,2,1,3,3,1
21,0,1,0,1,5416,0,0,3,0,2,1,17
29,0,1,0,1,7764,5,2,1,0,2,2,18
52,7,0,1,0,18356,15,4,4,1,2,0,1
75,0,0,0,1,20512,1,3,1,0,1,0,1
22,0,1,0,1,6104,0,0,4,1,1,3,16
62,0,0,0,1,18912,5,4,4,1,4,0,16
57,0,0,0,1,13200,15,3,1,0,2,0,6
35,1,0,1,0,11736,0,0,1,0,1,0,14
60,0,0,0,1,16320,2,1,1,0,4,2,17
25,0,1,0,1,4592,2,1,1,0,0,2,12
32,0,1,0,1,11484,3,3,1,1,3,0,14
66,0,1,0,1,19424,0,0,2,1,3,0,12
45,0,0,0,1,12188,15,3,2,0,2,0,1
58,0,0,0,1,13776,0,0,1,0,3,4,14
20,42,1,1,0,24351,7,4,2,0,3,0,16
29,0,1,0,1,11610,0,0,1,1,1,0,3
28,0,1,0,1,7884,5,2,1,0,3,0,15
58,0,0,0,1,14976,2,4,3,0,1,2,9
70,2,0,1,0,25875,5,3,2,0,1,0,0
24,0,0,0,1,3558,0,0,1,1,4,0,7
58,0,0,0,1,15820,2,2,4,0,2,0,18
33,0,0,0,1,10476,0,0,1,0,4,0,3
57,0,0,0,1,15120,1,2,1,0,1,1,1
46,0,0,0,1,13662,15,1,1,0,1,4,5
65,6,0,1,0,27900,1,3,2,0,3,2,6
45,0,0,0,1,10944,0,0,4,0,3,3,8
20,0,0,0,1,3780,0,0,2,0,2,4,2
68,0,0,0,1,16492,1,3,1,0,1,2,11
24,0,1,0,1,9450,0,0,1,1,0,0,16
23,0,1,0,1,3906,2,1,1,0,2,0,13
72,0,1,0,1,23508,6,3,4,0,0,4,12
67,0,1,0,1,15630,15,3,1,0,1,0,4
20,0,0,0,1,5064,0,0,3,0,1,2,14
60,0,0,0,1,16660,8,4,1,0,0,4,16
33,0,1,0,1,6840,6,1,1,0,1,4,6
55,0,0,0,1,12260,15,3,3,0,0,2,3
63,12,0,1,0,28608,8,4,1,0,3,3,4
26,0,1,0,1,11136,0,0,1,0,3,3,2
31,2,0,1,0,9288,1,3,4,0,0,2,15
33,37,0,1,0,25401,15,3,1,0,3,2,13
38,0,1,0,1,7116,0,0,3,0,1,1,13
44,0,0,0,1,15576,11,2,1,0,1,3,5
24,0,1,0,1,4518,2,1,1,1,3,2,5
24,0,1,0,1,7776,1,2,5,0,2,3,1
67,0,1,0,1,17070,0,0,1,0,1,0,12
70,0,0,0,1,18660,0,0,2,0,1,3,4
20,0,1,0,1,5240,0,0,1,0,0,1,0
31,0,1,0,1,10768,11,4,1,0,3,0,14
30,0,1,0,1,6760,2,1,2,0,2,3,11
57,0,1,0,1,17276,6,4,1,0,0,4,7
20,0,1,0,1,6590,0,0,2,0,0,2,18
20,0,1,0,1,7050,0,0,1,0,3,2,7
22,0,1,0,1,5184,0,0,1,0,1,0,13
47,0,1,0,1,10816,1,1,1,0,1,1,0
21,0,1,0,1,7920,1,1,5,1,1,1,10
33,0,0,0,1,11142,0,0,1,0,2,2,3
57,0,0,0,1,22230,3,1,1,0,0,0,0
68,0,0,0,1,18464,0,0,5,1,1,0,2
28,0,1,0,1,9464,6,2,1,1,4,0,6
32,0,1,0,1,7220,3,3,2,0,4,0,0
44,0,0,0,1,10144,2,3,1,0,3,3,12
42,0,0,0,1,14820,2,1,5,1,3,1,1
22,0,1,0,1,6030,0,0,4,0,3,4,0
52,0,0,0,1,11610,0,0,1,0,3,0,5
53,0,0,0,1,11430,3,2,2,0,4,2,8
75,0,0,0,1,20502,10,3,3,0,3,0,12
22,0,1,0,1,6870,0,0,1,0,2,1,18
49,15,1,1,0,23480,1,3,3,0,1,2,19
34,0,0,0,1,12096,4,3,1,0,4,3,13
58,0,1,0,1,13970,2,2,1,0,3,4,2
51,0,0,0,1,14256,4,1,1,0,1,0,8
34,0,1,0,1,12920,4,2,2,1,2,3,6
46,0,0,0,1,16614,4,2,2,0,3,2,17
40,0,1,0,1,12834,1,1,2,0,3,4,0
42,0,0,0,1,13068,4,3,4,1,2,0,1
24,0,1,0,1,7584,4,4,4,1,2,2,19
42,0,1,0,1,16764,4,1,1,1,3,0,13
34,0,0,0,1,10112,2,3,2,1,2,2,14
24,0,1,0,1,10864,3,1,2,1,3,2,7
57,0,1,0,1,14544,0,0,2,0,1,4,18
26,0,0,0,1,8834,0,0,2,1,4,0,7
25,1,1,1,0,8499,3,3,1,1,3,3,0
45,2,0,1,0,15336,15,2,4,0,3,0,8
39,0,1,0,1,13520,15,3,2,0,2,0,9
49,0,0,0,1,16276,3,2,1,1,1,0,10
23,0,1,0,1,7560,0,0,2,0,1,4,5
16,32,0,1,0,17308,15,3,1,0,2,1,14
27,0,0,0,1,5088,0,0,1,0,1,2,1
48,0,0,0,1,11340,5,1,4,0,3,3,15
52,0,0,0,1,12636,15,3,1,0,0,0,19
64,0,1,0,1,14664,6,4,3,0,3,0,19
40,22,0,0,0,27984,15,2,3,0,4,2,2
51,0,0,0,1,11106,15,2,4,1,2,3,15
66,0,1,0,1,17332,4,3,3,0,3,2,18
71,1,0,1,0,24970,2,3,1,0,2,0,3
64,9,0,1,0,26387,11,3,2,0,1,0,10
67,2,0,1,0,29388,15,4,1,0,2,0,17
71,4,0,1,0,36121,15,4,1,0,3,0,8
39,4,0,1,0,14403,2,4,4,0,3,0,16
67,8,0,1,0,30088,0,0,1,0,0,0,4
22,0,1,0,1,5370,0,0,5,0,0,4,19
69,0,0,0,1,15120,0,0,4,1,3,4,16
35,0,1,0,1,8904,0,0,5,0,0,3,2
44,0,1,0,1,9504,0,0,2,0,1,0,9
29,0,0,0,1,7596,0,0,3,0,0,2,4
29,12,1,1,0,16000,2,3,3,0,0,2,9
25,0,1,0,1,7536,0,0,1,0,0,2,9
26,0,1,0,1,8806,0,0,2,0,2,0,3
68,0,0,0,1,18368,6,4,5,1,2,0,16
24,0,1,0,1,6910,0,0,1,0,2,0,3
29,2,1,1,0,15155,1,3,3,0,3,4,3
23,14,0,1,0,12779,0,0,1,0,0,2,1
46,4,0,1,0,26342,6,4,5,0,4,3,19
57,0,0,0,1,14388,7,3,4,0,4,0,2
23,0,1,0,1,5208,0,0,3,0,0,3,10
32,0,1,0,1,11142,4,3,3,0,3,2,19
33,0,1,0,1,12980,5,3,1,0,3,0,5
66,0,0,0,1,20352,0,0,1,0,0,3,5
27,23,0,0,0,25428,5,3,1,1,3,0,11
75,0,0,0,1,18172,0,0,4,0,0,3,16
33,0,0,0,1,7524,0,0,2,0,4,0,17
59,0,0,0,1,13618,0,0,1,0,3,0,4
68,0,1,0,1,17276,0,0,3,1,1,4,17
49,0,0,0,1,12620,1,1,3,1,1,0,2
21,20,1,0,0,22572,0,0,3,0,1,3,18
31,0,0,0,1,6370,0,0,2,0,4,0,18
52,0,1,0,1,20412,2,3,2,0,4,0,2
48,0,1,0,1,15744,0,0,1,0,3,1,13
59,2,0,1,0,21803,4,3,1,0,3,0,4
21,34,1,0,0,21929,3,2,1,0,1,3,7
59,2,0,1,0,20451,15,4,1,0,0,0,10
67,0,0,0,1,14872,15,4,2,0,0,3,3
26,0,1,0,1,7440,0,0,1,1,2,1,16
56,0,1,0,1,13260,9,2,1,0,0,1,16
29,1,0,1,0,15456,2,2,1,0,1,0,14
25,0,0,0,1,5320,0,0,1,1,4,2,4
73,2,1,1,0,26028,0,0,2,0,0,4,13
23,0,1,0,1,6720,1,1,1,0,0,3,4
45,0,1,0,1,15262,12,3,1,1,1,0,12
27,0,1,0,1,5296,1,3,1,0,4,3,11
71,0,1,0,1,14274,1,1,4,0,1,4,5
66,0,0,0,1,20224,4,4,1,0,3,0,5
55,0,0,0,1,10780,2,3,2,0,0,3,9
20,0,1,0,1,8184,0,0,1,0,3,4,9
22,0,0,0,1,6972,2,4,1,1,4,4,3
34,0,0,0,1,10332,1,3,3,0,0,4,12
40,0,0,0,1,11440,0,0,5,0,1,1,2
73,0,0,0,1,19552,14,2,2,0,3,2,16
46,0,1,0,1,14616,3,1,5,0,2,4,9
19,0,1,0,1,4446,0,0,1,0,0,3,6
30,0,1,0,1,8680,8,3,1,0,1,0,11
51,0,1,0,1,14938,15,4,1,1,3,1,3
21,0,1,0,1,9872,0,0,2,1,1,4,17
24,0,1,0,1,4044,0,0,2,0,3,0,6
75,0,0,0,1,18312,15,3,4,0,0,0,4
37,0,0,0,1,12960,3,1,2,0,1,1,10
21,1,1,1,0,10192,0,0,1,0,2,2,1
61,0,0,0,1,20480,15,3,5,0,0,0,17
63,0,0,0,1,19380,0,0,4,0,2,0,15
75,0,0,0,1,22230,15,4,4,0,0,0,0
44,0,1,0,1,17292,0,0,2,0,1,0,14
34,4,0,1,0,15078,1,1,5,1,3,4,14
22,0,1,0,1,4608,2,3,2,0,1,3,11
43,0,1,0,1,11070,8,1,1,1,4,0,0
52,0,0,0,1,17394,6,3,5,0,1,2,11
33,0,1,0,1,8764,3,3,5,1,3,2,5
21,0,1,0,1,4314,0,0,3,0,3,0,6
57,5,0,1,0,28512,0,0,1,0,3,3,4
65,0,1,0,1,12888,1,3,1,0,1,2,6
68,4,0,1,0,27820,3,4,1,0,4,0,4
26,0,0,0,1,4960,0,0,2,1,2,0,6
22,0,1,0,1,4752,0,0,3,0,1,4,6
64,3,0,1,0,26418,15,4,4,0,1,0,4
64,1,0,1,0,24210,6,3,2,1,1,4,8
49,0,0,0,1,16328,3,2,1,0,1,4,16
69,0,0,0,1,15680,8,3,3,0,2,4,0
16,27,0,1,0,17604,0,0,4,0,4,2,15
22,0,1,0,1,9728,1,1,2,0,1,4,11
63,0,0,0,1,17056,2,3,3,0,0,0,14
61,14,0,1,0,25788,3,1,5,1,2,0,17
75,0,0,0,1,22976,2,4,1,0,4,0,9
21,30,0,1,0,17874,7,3,1,0,3,2,14
22,39,0,1,0,32300,10,1,1,0,4,0,4
19,26,0,0,0,24984,0,0,3,1,4,3,9
25,0,1,0,1,6480,1,3,3,0,3,2,10
59,0,0,0,1,14212,3,1,2,1,0,3,14
75,0,0,0,1,19104,5,3,1,0,0,0,7
64,3,0,1,0,25079,5,1,2,1,3,3,1
29,0,1,0,1,5830,2,1,1,1,1,4,7
35,7,1,1,0,25190,3,2,2,0,3,1,6
35,0,0,0,1,7032,0,0,2,0,1,0,4
36,0,0,0,1,6912,3,3,2,0,4,0,9
65,2,0,1,0,23245,0,0,1,1,4,4,19
49,1,0,1,0,25077,0,0,1,0,3,2,5
38,0,1,0,1,13820,3,1,2,0,3,3,13
63,0,0,0,1,15596,6,3,1,0,1,0,10
25,0,1,0,1,9940,0,0,3,0,3,4,1
33,0,0,0,1,11322,0,0,4,0,1,4,14
60,0,0,0,1,14058,3,4,4,0,4,0,17
36,0,0,0,1,9142,0,0,1,1,0,0,8
33,0,1,0,1,8862,5,2,1,0,3,3,7
21,0,0,0,1,7836,0,0,1,0,3,4,6
58,0,0,0,1,18600,0,0,5,0,0,4,12
28,0,1,0,1,4424,6,2,1,0,1,4,19
17,7,1,0,0,14400,0,0,1,1,0,4,15
36,0,1,0,1,6720,1,2,3,1,0,1,19
25,0,0,0,1,7548,0,0,3,0,2,3,4
21,0,1,0,1,5224,0,0,3,0,3,2,5
65,1,1,1,0,20160,2,3,1,0,2,3,10
58,0,0,0,1,18648,6,2,2,0,3,2,16
70,2,0,1,0,28128,12,3,2,0,4,0,16
31,0,0,0,1,11900,0,0,1,0,2,0,19
22,0,1,0,1,9840,0,0,1,0,4,1,0
67,0,0,0,1,14184,14,1,2,0,2,0,16
29,0,1,0,1,5056,0,0,1,0,3,3,11
28,0,1,0,1,9282,0,0,1,1,3,4,18
27,0,0,0,1,7764,2,2,3,0,1,4,14
51,0,0,0,1,17780,0,0,3,0,1,0,10
68,0,0,0,1,20434,0,0,1,0,3,0,11
40,0,1,0,1,14180,0,0,2,0,1,0,4
26,0,0,0,1,12546,2,1,1,0,3,2,7
62,0,0,0,1,11770,4,3,1,0,0,4,19
23,0,0,0,1,7764,0,0,1,0,4,0,14
41,0,0,0,1,10560,0,0,1,1,2,0,6
34,0,0,0,1,13260,0,0,4,0,3,2,10
23,0,1,0,1,9254,0,0,1,1,2,1,8
56,14,0,1,0,30804,9,1,3,0,3,0,0
25,0,1,0,1,7800,0,0,2,0,1,0,2
40,0,1,0,1,8624,3,4,4,1,2,4,4
52,7,0,1,0,29328,2,2,1,1,3,0,8
54,0,0,0,1,15184,7,4,1,0,2,3,8
61,0,1,0,1,15860,0,0,1,0,0,2,19
42,0,0,0,1,10962,1,3,1,1,0,4,1
45,0,1,0,1,13552,1,1,1,0,4,2,12
75,0,1,0,1,18690,2,2,1,1,3,4,17
20,0,1,0,1,9464,0,0,1,0,3,4,12
25,0,1,0,1,7524,0,0,3,0,4,2,17
44,0,1,0,1,15510,1,1,1,0,1,3,10
70,0,0,0,1,19424,9,3,2,0,2,1,12
50,0,0,0,1,10152,0,0,2,1,4,4,18
31,0,1,0,1,10000,0,0,1,0,1,4,11
50,0,0,0,1,18424,7,1,4,0,3,3,7
23,0,1,0,1,11152,0,0,1,0,0,0,3
24,3,1,1,0,11124,4,2,1,1,1,1,2
75,0,1,0,1,17164,11,2,2,0,0,2,13
75,0,0,0,1,22644,14,4,1,0,2,0,14
48,0,0,0,1,15696,0,0,1,1,4,2,5
75,0,0,0,1,20366,2,3,1,0,2,0,12
39,0,0,0,1,12320,4,1,2,1,3,4,19
21,0,1,0,1,5580,1,4,1,0,4,4,9
27,1,1,1,0,14742,0,0,1,0,2,3,1
25,32,0,1,0,25158,0,0,1,1,0,4,10
72,3,0,1,0,28044,15,3,3,1,4,0,4
28,0,1,0,1,11920,0,0,1,0,4,0,0
43,0,0,0,1,10240,15,3,1,0,3,0,3
63,0,0,0,1,14336,15,2,1,1,1,4,18
61,0,0,0,1,15708,8,1,4,0,0,2,5
52,0,1,0,1,11540,0,0,1,0,0,2,14
72,3,1,1,0,27507,14,4,2,0,4,2,7
67,2,1,1,0,26252,0,0,3,1,2,0,9
39,0,0,0,1,7434,15,1,1,0,0,4,15
75,0,0,0,1,21056,3,1,1,0,1,0,16
52,0,0,0,1,18648,2,2,4,0,1,0,18
66,0,0,0,1,13776,15,4,1,0,0,0,0
37,0,0,0,1,8246,5,3,1,0,1,0,8
41,0,0,0,1,9590,5,1,1,0,1,2,16
66,2,0,1,0,25152,5,1,2,0,1,1,1
27,0,1,0,1,5376,1,3,1,0,3,3,19
69,0,0,0,1,20490,0,0,2,1,3,4,17
69,0,0,0,1,15624,3,3,1,1,1,3,11
22,35,0,1,0,29904,3,3,1,0,1,4,18
29,0,1,0,1,5536,0,0,3,1,3,2,4
51,2,1,1,0,27468,10,1,4,0,1,0,1
19,0,1,0,1,7000,0,0,1,0,1,3,1
52,3,0,1,0,29610,2,3,5,0,0,0,8
61,0,0,0,1,18720,7,3,1,1,0,0,2
59,0,0,0,1,15912,4,2,2,0,3,3,0
59,0,0,0,1,14498,2,1,2,0,0,4,10
39,1,1,1,0,21681,0,0,1,1,0,3,17
32,0,1,0,1,10188,0,0,1,0,0,2,17
47,0,0,0,1,9968,3,3,1,0,3,1,2
66,0,1,0,1,15384,0,0,2,0,1,1,5
42,0,1,0,1,12900,1,2,1,0,0,3,4
24,0,1,0,1,3870,4,3,1,0,0,2,18
51,0,0,0,1,15144,13,4,4,0,0,1,7
60,0,0,0,1,16828,15,2,2,0,3,2,17
75,0,0,0,1,20160,3,4,5,1,4,0,0
62,10,0,1,0,27312,6,2,1,1,1,4,16
25,39,0,1,0,24294,15,4,3,0,2,3,4
66,0,0,0,1,19920,14,3,1,0,3,0,19
35,0,1,0,1,12132,15,3,2,1,4,2,4
66,6,0,1,0,26083,5,3,1,0,0,1,4
24,0,1,0,1,3540,2,3,1,1,0,4,17
28,35,0,0,0,21153,0,0,2,0,2,4,19
74,0,0,0,1,20230,5,3,2,0,2,1,7
22,0,1,0,1,8666,0,0,1,0,0,3,9
22,39,0,0,0,25497,1,3,1,0,3,0,14
41,0,1,0,1,11214,1,1,3,1,1,0,10
45,0,1,0,1,14476,0,0,2,0,4,3,18
43,0,1,0,1,14000,0,0,2,1,1,0,15
50,4,0,1,0,20559,12,1,1,0,3,4,13
73,0,0,0,1,21672,0,0,2,1,2,0,9
46,0,0,0,1,12880,10,3,1,0,2,1,17
75,0,0,0,1,18144,2,3,5,0,0,0,5
39,0,0,0,1,10144,1,3,1,0,0,0,18
23,0,1,0,1,11280,0,0,3,0,0,0,10
62,2,0,1,0,22386,1,3,2,0,3,0,13
36,0,1,0,1,7584,1,1,3,1,4,3,14
23,0,1,0,1,4158,0,0,1,1,1,2,17
63,7,0,1,0,28704,0,0,4,0,2,0,10
47,0,0,0,1,10272,4,3,4,0,2,0,4
53,0,0,0,1,14454,15,2,1,1,4,4,4
68,0,1,0,1,14016,8,1,5,1,1,0,9
44,1,0,1,0,25043,15,3,1,0,3,1,12
24,0,1,0,1,9338,3,1,1,1,1,0,4
66,0,0,0,1,20250,12,4,1,1,2,3,8
24,0,1,0,1,4224,1,1,3,1,0,0,14
26,0,1,0,1,12042,6,4,4,0,2,1,9
37,0,0,0,1,8246,0,0,2,0,2,2,18
75,0,0,0,1,22356,15,1,1,1,4,4,8
46,2,1,1,0,17536,13,2,1,0,3,3,11
62,1,1,1,0,32748,2,4,2,0,3,2,19
75,0,0,0,1,17880,1,1,1,0,1,2,18
63,3,0,1,0,21966,15,4,5,0,0,2,18
58,0,0,0,1,16828,0,0,1,0,0,0,0
44,2,1,1,0,19740,0,0,2,1,3,3,17
61,0,1,0,1,11550,7,4,1,0,1,0,19
22,0,1,0,1,11344,0,0,2,0,2,1,13
24,3,0,1,0,10466,0,0,4,0,3,4,3
50,4,0,1,0,18450,13,2,1,0,1,0,4
25,0,1,0,1,10720,2,3,4,1,1,4,14
67,0,0,0,1,17584,0,0,1,0,2,0,9
45,0,0,0,1,16248,0,0,1,1,3,0,19
44,0,0,0,1,10800,14,2,1,0,0,2,11
24,0,1,0,1,3960,0,0,3,0,3,1,13
24,0,1,0,1,3966,0,0,1,0,2,1,4
69,0,1,0,1,16152,0,0,3,1,3,3,16
23,0,1,0,1,8208,0,0,3,0,1,4,13
50,0,1,0,1,13904,4,1,1,0,3,2,1
45,0,0,0,1,15456,0,0,1,0,1,2,18
28,0,0,0,1,10926,3,3,1,0,2,4,0
47,0,0,0,1,14850,0,0,1,0,4,0,13
32,14,1,0,0,14672,5,1,1,0,3,1,2
32,0,1,0,1,11430,0,0,1,1,2,3,14
34,0,1,0,1,12064,0,0,3,0,3,0,9
57,0,1,0,1,19140,0,0,1,1,3,0,4
40,0,1,0,1,15432,0,0,4,0,4,1,1
42,0,1,0,1,9072,1,1,1,0,0,4,5
35,0,1,0,1,6876,0,0,1,0,4,2,5
29,0,1,0,1,9828,1,1,1,0,0,3,0
55,0,0,0,1,18720,4,3,2,0,0,3,0
67,0,1,0,1,15528,6,2,1,0,1,0,10
63,0,0,0,1,16056,5,3,3,1,2,0,12
28,0,1,0,1,10276,2,3,1,1,4,0,4
48,0,1,0,1,15548,0,0,1,0,1,3,19
25,0,1,0,1,8834,0,0,4,1,4,4,19
48,1,0,1,0,15072,7,4,5,0,1,0,4
51,1,0,1,0,16512,15,2,1,0,0,2,14
36,3,0,1,0,11016,7,3,2,0,3,3,7
22,0,1,0,1,5128,0,0,3,0,3,4,4
63,0,0,0,1,16198,15,3,2,1,2,3,8
22,0,1,0,1,3936,0,0,1,0,0,1,16
41,0,1,0,1,12168,15,3,1,1,3,0,5
18,0,0,0,1,2576,0,0,1,1,3,3,8
23,0,1,0,1,6360,0,0,1,0,3,2,9
49,0,1,0,1,15290,0,0,4,0,2,2,10
17,34,0,0,0,16581,1,1,5,0,0,2,12
27,0,1,0,1,10512,3,3,1,0,4,0,6
75,0,0,0,1,24548,2,4,1,0,0,0,8
20,0,1,0,1,5512,0,0,1,0,0,2,0
75,0,0,0,1,20192,4,2,1,1,4,2,17
23,0,1,0,1,6240,3,4,1,1,0,0,16
47,0,0,0,1,14586,4,2,2,0,1,1,15
41,0,0,0,1,8204,15,3,2,0,2,0,10
38,0,0,0,1,13794,10,3,3,0,2,0,12
46,26,0,0,0,24421,13,3,4,0,1,0,16
53,0,1,0,1,15240,2,3,3,0,2,2,1
25,0,1,0,1,12618,0,0,1,0,0,3,2
52,9,0,1,0,23001,1,2,5,0,4,3,6
52,0,1,0,1,16874,10,3,1,1,0,3,0
26,0,1,0,1,6350,6,1,2,0,3,4,13
38,0,1,0,1,13992,7,3,1,0,0,0,4
66,0,0,0,1,21862,0,0,4,1,0,0,2
32,0,1,0,1,9168,1,3,2,0,2,1,18
27,0,1,0,1,8946,0,0,1,0,1,3,9
49,0,1,0,1,15392,0,0,2,0,1,0,17
44,0,1,0,1,9030,9,3,2,0,2,2,6
59,0,0,0,1,12892,4,3,2,0,1,2,6
57,0,0,0,1,14036,0,0,1,1,2,4,10
29,0,1,0,1,12852,0,0,2,0,3,4,12
21,0,1,0,1,5840,0,0,1,0,3,0,6
60,0,0,0,1,12892,5,2,1,0,3,3,3
22,0,1,0,1,8022,1,1,1,1,1,4,8
69,1,0,1,0,29136,3,3,4,0,1,0,12
22,0,1,0,1,3708,0,0,1,1,2,2,3
30,0,0,0,1,10440,5,2,1,0,4,2,10
27,0,1,0,1,11682,0,0,2,0,0,1,17
31,0,1,0,1,9744,9,1,1,0,1,0,19
26,0,1,0,1,7428,0,0,3,0,1,0,5
45,0,0,0,1,13896,5,1,1,0,1,2,2
72,0,0,0,1,18600,0,0,2,0,0,4,8
53,0,0,0,1,16016,3,1,2,0,0,3,14
21,0,0,0,1,9012,1,2,3,0,2,2,16
63,0,1,0,1,14456,6,3,1,0,1,0,14
57,3,0,1,0,28467,0,0,1,0,1,3,2
60,0,1,0,1,15092,8,3,1,0,1,0,5
49,0,1,0,1,15504,0,0,2,0,0,0,17
50,0,1,0,1,18564,5,1,2,0,1,3,5
44,0,0,0,1,13662,0,0,1,0,1,0,3
68,7,0,1,0,30060,6,3,1,0,0,0,11
75,0,0,0,1,23788,14,4,1,0,0,0,18
28,0,1,0,1,11504,6,1,2,0,3,0,5
63,3,0,1,0,27675,0,0,1,0,3,0,7
49,0,0,0,1,10746,0,0,2,0,4,0,18
61,2,0,1,0,25984,0,0,1,1,0,4,18
41,20,0,1,0,30150,10,1,3,0,4,3,19
67,1,0,1,0,34979,5,4,1,1,2,0,0
45,0,0,0,1,12720,2,4,1,0,1,0,6
27,3,0,1,0,8904,6,4,2,1,2,1,9
42,0,1,0,1,10016,5,3,2,0,4,3,12
59,0,0,0,1,18088,2,3,3,0,0,0,17
19,29,0,1,0,16716,0,0,3,0,0,2,19
71,1,0,1,0,32436,3,4,2,0,4,0,2
49,0,0,0,1,13248,2,3,1,1,1,0,0
19,0,1,0,1,4398,0,0,4,0,0,2,1
26,0,1,0,1,7800,2,1,1,0,3,3,5
21,0,1,0,1,6950,0,0,5,1,4,4,17
40,5,0,1,0,14617,4,4,2,0,3,4,3
42,33,0,1,0,37245,0,0,1,0,0,0,13
52,2,0,1,0,21128,0,0,1,0,1,4,7
30,23,0,0,0,17304,15,4,1,1,2,1,9
25,0,1,0,1,12510,0,0,1,0,3,2,11
35,0,0,0,1,9424,0,0,2,0,2,1,17
23,0,0,0,1,6440,0,0,3,0,2,2,7
26,0,1,0,1,9728,2,2,1,0,1,2,18
44,0,0,0,1,12958,0,0,1,0,0,0,11
21,0,1,0,1,5064,0,0,3,0,1,4,1
69,0,0,0,1,22440,0,0,1,1,1,0,5
66,3,0,1,0,26352,0,0,1,0,2,0,14
63,1,0,1,0,25804,1,2,1,0,2,4,17
21,0,1,0,1,6680,0,0,5,0,1,3,10
36,0,1,0,1,7716,6,3,3,0,4,4,18
66,6,1,0,0,26796,4,3,1,1,4,0,4
58,0,0,0,1,11760,0,0,1,0,3,3,0
36,0,1,0,1,10896,1,1,3,1,1,1,8
75,0,0,0,1,21454,2,4,4,1,2,0,6
51,0,1,0,1,10494,0,0,4,0,1,4,5
61,0,1,0,1,19808,7,1,3,1,2,4,18
64,0,0,0,1,15392,13,2,1,1,3,4,8
19,0,0,0,1,5184,0,0,1,0,2,2,3
29,2,0,1,0,9475,0,0,2,0,1,2,11
43,0,1,0,1,13068,7,4,1,0,2,0,14
42,0,0,0,1,13752,0,0,2,0,1,2,19
56,5,0,1,0,24060,5,1,2,0,1,1,4
75,0,0,0,1,19680,4,3,1,0,0,2,17
23,0,1,0,1,10448,1,1,2,1,1,2,1
27,0,1,0,1,11700,2,1,3,1,1,1,6
75,0,0,0,1,21080,3,4,2,0,1,0,1
27,0,1,0,1,12330,5,1,5,0,1,2,18
25,0,1,0,1,11124,5,3,3,0,4,2,8
21,30,0,1,0,23088,15,4,2,0,0,3,0
19,0,1,0,1,4314,0,0,3,0,3,2,17
70,2,0,1,0,25116,6,3,1,0,3,2,5
26,0,1,0,1,5184,3,1,1,0,3,3,17
22,0,1,0,1,5830,0,0,1,1,0,4,1
21,24,0,0,0,19124,10,1,1,1,3,2,3
31,0,0,0,1,7368,2,3,5,0,3,2,18
34,0,1,0,1,7080,0,0,4,0,2,2,1
21,0,1,0,1,5496,0,0,3,0,0,2,18
24,0,1,0,1,8288,0,0,1,0,2,1,16
41,0,0,0,1,16944,0,0,4,1,4,0,8
60,0,0,0,1,15184,0,0,1,0,2,4,2
63,0,0,0,1,17136,8,1,1,0,1,2,8
38,0,0,0,1,12906,9,3,1,0,4,0,2
