,Age,Age_Gap,Has_Own_House,Is_Spouse,Reco_Individual_Insurance,Reco_Policy_Premium,Holding_Policy_Duration,Holding_Policy_Type,Health_Indicator,Reco_Policy_Cat,City_Code,Region_Code,Response
16523,47,2,1,1,0,16808,1,1,3,12,12,104,0
16524,30,23,0,0,0,19629,6,3,4,11,2,2137,0
16525,22,22,0,0,0,13386,0,0,1,19,15,50,0
16526,70,0,1,0,1,16884,1,4,3,14,3,3194,0
16527,41,0,0,0,1,12060,0,0,4,18,4,1201,0
16528,69,1,0,1,0,31660,15,2,1,21,1,232,1
16529,42,0,0,0,1,12958,8,1,2,4,27,811,0
16530,26,0,0,0,1,7020,4,1,3,12,7,3911,0
16531,38,0,1,0,1,8208,0,0,1,19,10,1676,1
16532,28,0,0,0,1,11790,0,0,1,19,7,2958,0
16533,23,0,1,0,1,3804,0,0,1,12,2,4216,0
16534,54,0,0,0,1,11484,6,3,1,18,2,1034,0
16535,26,24,0,1,0,22246,0,0,2,16,4,1703,0
16536,61,0,1,0,1,14688,0,0,5,19,1,997,1
16537,52,0,1,0,1,16390,1,1,1,5,1,32,0
16538,32,0,1,0,1,11808,5,3,1,16,14,2234,1
16539,28,0,0,0,1,8162,3,3,1,21,1,327,0
16540,47,0,0,0,1,12540,5,4,2,17,2,3018,1
16541,28,0,1,0,1,8442,5,3,3,18,1,469,0
16542,48,0,1,0,1,12460,3,1,2,16,3,41,0
16543,20,39,0,1,0,19622,7,4,1,4,13,1606,0
16544,56,0,0,0,1,16248,8,3,1,21,2,4064,0
16545,37,0,1,0,1,9590,5,1,1,19,1,1693,0
16546,35,0,0,0,1,10768,0,0,1,16,3,28,1
16547,53,2,0,1,0,24141,10,3,4,8,8,4913,0
16548,23,0,0,0,1,8036,0,0,1,16,16,119,0
16549,27,0,0,0,1,7500,6,3,5,5,1,1457,0
16550,54,0,1,0,1,16744,3,3,1,18,6,1585,0
16551,70,4,0,1,0,27014,2,4,1,18,1,4,0
16552,22,0,1,0,1,7596,0,0,2,20,14,2411,0
16553,46,0,1,0,1,13020,15,1,6,20,1,313,0
16554,55,4,0,1,0,24505,0,0,1,17,1,1340,0
16555,57,4,0,0,0,28236,4,3,1,22,2,47,0
16556,19,34,0,1,0,23104,1,3,1,18,1,4,0
16557,50,0,0,0,1,15652,15,3,4,22,6,143,1
16558,48,0,0,0,1,15048,10,3,1,21,9,1376,0
16559,22,0,1,0,1,3732,0,0,1,2,19,4465,0
16560,38,3,0,1,0,14532,7,3,1,22,2,2216,1
16561,38,0,0,0,1,10544,0,0,5,22,2,1016,0
16562,27,0,0,0,1,5530,0,0,1,1,7,2908,0
16563,52,0,0,0,1,16488,2,3,1,19,1,1837,0
16564,23,0,1,0,1,3798,0,0,1,12,3,2787,1
16565,44,0,0,0,1,13464,0,0,2,20,13,946,0
16566,30,0,1,0,1,9114,2,1,3,16,12,639,0
16567,19,0,0,0,1,9870,0,0,1,21,4,3006,0
16568,25,0,1,0,1,6720,0,0,1,16,8,1628,0
16569,23,0,1,0,1,10176,1,3,1,2,18,277,0
16570,62,0,0,0,1,13310,0,0,1,15,6,1708,0
16571,62,4,0,1,0,21403,8,3,2,19,1,790,0
16572,32,0,1,0,1,11640,0,0,1,2,6,1413,0
16573,23,2,1,1,0,13608,0,0,4,11,2,1286,0
16574,31,0,1,0,1,9128,0,0,4,5,1,530,0
16575,23,0,1,0,1,5960,0,0,3,3,2,335,0
16576,59,0,0,0,1,21360,0,0,1,20,2,3169,0
16577,52,0,0,0,1,18592,0,0,1,17,1,1737,0
16578,47,0,1,0,1,10656,15,3,1,5,1,1138,1
16579,50,0,0,0,1,15744,7,4,5,22,2,1355,1
16580,43,0,0,0,1,11840,8,1,1,22,15,1516,0
16581,29,0,1,0,1,12024,1,3,1,20,6,1708,0
16582,28,0,0,0,1,6930,4,3,3,22,2,2189,0
16583,64,0,0,0,1,15288,0,0,1,22,24,940,0
16584,69,0,1,0,1,14872,4,3,1,16,3,2070,1
16585,33,0,1,0,1,11214,4,4,1,22,18,2443,1
16586,60,0,0,0,1,13530,0,0,1,18,8,487,0
16587,28,8,1,1,0,23020,0,0,5,22,4,306,1
16588,42,0,0,0,1,8988,15,3,4,3,2,1372,0
16589,25,0,1,0,1,9702,5,3,1,5,28,3581,1
16590,22,0,1,0,1,8244,0,0,2,8,3,258,1
16591,75,0,0,0,1,22202,15,1,1,20,4,4511,0
16592,29,3,1,1,0,8805,6,1,2,17,1,232,0
16593,27,0,0,0,1,7620,0,0,1,2,3,333,0
16594,75,0,0,0,1,20774,15,3,2,21,9,418,1
16595,66,0,0,0,1,19140,2,2,1,22,12,152,1
16596,28,1,0,1,0,11760,3,3,5,19,19,1311,0
16597,26,0,0,0,1,11700,4,4,4,19,9,515,0
16598,22,0,1,0,1,4254,0,0,4,22,4,3032,1
16599,58,0,1,0,1,13464,2,1,3,13,6,1595,0
16600,73,0,1,0,1,25308,1,2,2,17,1,3395,0
16601,55,8,1,1,0,20160,11,4,1,22,8,1092,0
16602,31,0,1,0,1,10592,3,2,1,20,9,2058,0
16603,50,0,0,0,1,11196,0,0,1,20,8,2565,0
16604,41,2,0,1,0,13708,0,0,4,17,3,1147,0
16605,24,0,1,0,1,11184,0,0,2,22,2,3952,0
16606,52,0,0,0,1,17030,2,2,1,17,11,1011,1
16607,53,0,1,0,1,12342,2,1,1,1,4,870,0
16608,18,33,0,0,0,26166,0,0,6,22,20,1119,0
16609,27,0,0,0,1,7518,3,1,4,12,25,787,0
16610,25,0,1,0,1,9730,0,0,4,19,1,3884,1
16611,30,45,0,1,0,29568,0,0,2,21,7,998,1
16612,28,0,1,0,1,5700,0,0,1,12,1,4961,0
16613,20,0,1,0,1,5904,0,0,3,20,16,2554,0
16614,32,0,0,0,1,10512,2,4,1,22,8,3697,0
16615,58,17,0,0,0,28998,15,2,2,1,13,1257,0
16616,67,0,1,0,1,15624,0,0,1,8,4,209,0
16617,42,0,0,0,1,12122,0,0,2,15,6,3433,0
16618,24,0,0,0,1,6700,0,0,1,18,2,4101,0
16619,43,0,1,0,1,9856,9,1,1,15,2,3552,0
16620,67,5,0,1,0,26941,4,3,1,20,1,1651,0
16621,23,33,0,1,0,25832,5,1,1,17,26,1049,0
16622,53,0,0,0,1,17836,15,2,4,17,1,1327,1
16623,37,8,0,0,0,26208,5,2,1,20,11,2340,0
16624,52,9,0,0,0,26073,15,3,1,19,1,2148,0
16625,52,10,0,1,0,25872,15,3,2,21,3,1940,0
16626,19,0,0,0,1,6720,0,0,3,16,4,688,0
16627,28,0,1,0,1,8960,0,0,1,20,6,608,0
16628,75,0,0,0,1,19572,0,0,3,22,2,440,0
16629,23,0,1,0,1,6760,0,0,1,19,4,105,1
16630,33,0,1,0,1,14000,0,0,5,18,5,1448,1
16631,53,0,0,0,1,16276,3,2,1,10,14,3407,0
16632,70,0,0,0,1,15106,15,3,4,17,23,185,1
16633,75,0,0,0,1,20900,4,3,5,1,19,2020,0
16634,35,0,0,0,1,6780,12,3,2,19,25,5400,0
16635,27,0,0,0,1,6020,0,0,1,21,20,1544,0
16636,25,0,1,0,1,11862,0,0,2,18,8,487,0
16637,25,0,1,0,1,11862,0,0,1,22,20,1089,0
16638,49,0,0,0,1,14472,9,3,1,18,27,6168,0
16639,61,0,1,0,1,16770,7,3,1,22,11,1304,0
16640,60,0,1,0,1,19350,1,3,3,20,3,835,0
16641,24,0,1,0,1,8916,0,0,1,18,10,1309,0
16642,69,2,0,1,0,29786,0,0,3,17,2,521,0
16643,58,0,0,0,1,12940,0,0,2,3,2,1115,1
16644,62,0,0,0,1,15048,15,3,1,14,24,1894,1
16645,37,2,1,1,0,18150,5,3,1,18,9,4244,0
16646,69,2,0,1,0,28537,15,4,2,22,2,3952,1
16647,42,0,1,0,1,14146,0,0,3,19,10,2268,0
16648,26,0,0,0,1,4696,4,3,1,20,27,3745,0
16649,56,8,0,1,0,22094,0,0,5,20,1,2001,0
16650,60,0,1,0,1,16800,0,0,2,19,19,4879,0
16651,51,0,0,0,1,11924,5,1,2,13,14,3764,1
16652,61,0,1,0,1,13112,12,3,1,9,4,4122,0
16653,43,0,0,0,1,13750,0,0,1,17,2,2802,0
16654,50,0,0,0,1,14040,1,3,1,19,1,1728,1
16655,64,0,1,0,1,18368,8,3,1,6,29,2230,0
16656,37,0,1,0,1,10500,11,2,1,15,25,836,0
16657,64,0,0,0,1,13872,0,0,2,19,1,3172,0
16658,67,0,0,0,1,16800,15,2,2,17,6,1594,0
16659,35,31,0,0,0,28893,15,3,1,18,1,354,0
16660,35,2,0,1,0,27420,0,0,2,13,1,1944,0
16661,31,0,1,0,1,10122,0,0,1,2,2,2655,0
16662,50,0,0,0,1,14568,6,2,3,17,17,2293,1
16663,73,1,0,1,0,30492,4,4,5,7,1,89,0
16664,75,0,0,0,1,25080,1,4,5,19,15,251,0
16665,56,0,0,0,1,15720,11,2,1,18,3,2511,0
16666,68,0,0,0,1,14144,3,3,1,2,9,3235,0
16667,47,0,1,0,1,10278,0,0,1,6,34,774,0
16668,23,0,1,0,1,4672,0,0,1,15,16,22,0
16669,35,0,1,0,1,8260,2,3,3,22,20,1491,1
16670,49,12,0,1,0,20790,0,0,5,7,1,1884,0
16671,38,2,0,1,0,21974,0,0,4,13,1,69,0
16672,28,0,1,0,1,6330,0,0,1,21,9,2143,0
16673,52,4,1,1,0,20664,0,0,2,22,20,549,0
16674,57,0,0,0,1,19080,3,3,3,14,3,1046,0
16675,16,26,1,0,0,23372,15,3,4,21,7,1779,0
16676,21,3,0,1,0,11648,1,1,1,17,9,813,0
16677,67,3,0,1,0,30651,12,3,2,17,2,1656,0
16678,53,0,0,0,1,13056,0,0,1,1,28,605,0
16679,25,0,0,0,1,8352,0,0,2,2,19,2749,0
16680,43,7,1,0,0,18340,0,0,1,16,1,826,1
16681,59,0,0,0,1,12860,3,3,6,15,2,867,1
16682,30,0,0,0,1,9408,0,0,2,19,4,2902,0
16683,75,0,0,0,1,19590,6,2,3,17,1,1436,0
16684,31,0,1,0,1,13320,0,0,2,17,2,1581,0
16685,61,0,1,0,1,18452,15,3,2,13,1,869,0
16686,45,0,0,0,1,9558,6,3,2,12,12,465,0
16687,36,13,0,1,0,23907,0,0,2,22,20,1640,0
16688,26,0,1,0,1,10032,0,0,4,22,1,313,0
16689,43,0,1,0,1,13200,0,0,2,16,15,2544,0
16690,25,0,0,0,1,10016,0,0,3,18,10,474,0
16691,22,0,1,0,1,10368,0,0,1,19,1,38,1
16692,75,0,0,0,1,20160,15,3,1,18,3,2149,0
16693,54,0,0,0,1,11940,9,4,4,22,7,1797,0
16694,50,0,1,0,1,12640,15,3,4,16,3,797,0
16695,32,0,0,0,1,5540,4,3,3,18,29,2067,1
16696,42,2,0,1,0,11487,0,0,1,13,7,641,0
16697,55,0,0,0,1,10800,5,3,3,1,24,3998,0
16698,47,0,0,0,1,11740,8,2,2,20,1,462,1
16699,36,0,1,0,1,14080,3,3,3,22,3,1382,0
16700,24,0,1,0,1,4092,3,1,2,21,9,1376,0
16701,52,0,1,0,1,12700,2,1,1,16,10,691,0
16702,73,0,0,0,1,21862,15,2,1,18,36,5249,0
16703,68,0,0,0,1,19520,2,4,2,19,1,269,0
16704,34,0,0,0,1,11380,3,3,2,21,13,289,0
16705,38,0,1,0,1,12452,6,4,1,12,15,3526,0
16706,24,0,1,0,1,10336,1,3,4,22,34,61,1
16707,66,0,0,0,1,16716,14,1,1,19,1,1112,0
16708,54,0,1,0,1,14190,0,0,2,22,9,66,0
16709,29,0,0,0,1,4832,0,0,4,21,16,1683,0
16710,62,1,0,1,0,26544,0,0,1,17,11,98,0
16711,58,0,1,0,1,14424,0,0,1,8,4,136,0
16712,65,0,0,0,1,20896,8,1,2,16,10,1074,0
16713,43,0,0,0,1,9774,13,3,3,14,3,3194,0
16714,73,0,0,0,1,15262,15,3,4,16,1,1663,0
16715,38,0,1,0,1,7896,0,0,3,18,10,3466,0
16716,43,13,1,1,0,20592,3,2,3,22,6,1258,0
16717,24,0,0,0,1,4038,0,0,1,21,9,841,0
16718,38,5,0,1,0,16884,15,1,1,19,1,2912,1
16719,24,2,1,1,0,7392,2,2,1,19,1,381,0
16720,16,26,1,1,0,18452,0,0,1,20,17,2229,1
16721,70,0,0,0,1,19516,10,2,6,17,17,2027,0
16722,45,0,0,0,1,12672,1,3,1,22,8,3063,0
16723,31,3,1,1,0,15932,1,3,1,12,3,55,1
16724,46,22,1,0,0,26748,10,3,2,18,4,1172,1
16725,23,0,1,0,1,6310,0,0,1,1,15,3497,0
16726,42,0,1,0,1,8344,2,1,1,13,6,3960,1
16727,46,0,0,0,1,12186,3,1,7,17,2,521,0
16728,61,2,0,1,0,26208,0,0,1,22,1,812,1
16729,44,0,0,0,1,9824,12,3,1,21,3,972,0
16730,26,28,0,0,0,24640,15,3,3,12,3,310,0
16731,25,0,1,0,1,11168,0,0,1,22,2,203,0
16732,75,0,0,0,1,18788,15,3,2,18,15,1191,0
16733,54,0,0,0,1,15840,15,1,3,16,11,1011,0
16734,31,3,0,1,0,9604,7,2,1,17,3,72,0
16735,46,0,0,0,1,15312,15,3,1,3,2,165,0
16736,23,0,1,0,1,6950,0,0,1,22,9,1975,0
16737,55,0,1,0,1,17264,2,1,3,21,34,391,0
16738,34,0,1,0,1,11646,1,2,4,8,16,309,0
16739,67,0,0,0,1,17696,0,0,6,20,27,1059,0
16740,21,0,1,0,1,5008,0,0,3,18,4,1466,0
16741,25,0,0,0,1,11024,4,2,1,18,10,2852,0
16742,23,0,1,0,1,8640,3,1,6,9,22,538,0
16743,46,0,1,0,1,16852,9,2,5,22,2,2002,0
16744,55,13,0,1,0,25290,3,3,4,17,1,232,0
16745,28,0,1,0,1,9936,3,2,1,17,29,112,1
16746,20,0,1,0,1,3630,0,0,1,16,25,1290,0
16747,52,4,0,1,0,15344,15,4,1,22,9,1003,0
16748,19,6,0,0,0,19094,0,0,1,18,14,890,0
16749,24,0,1,0,1,6400,0,0,1,22,2,218,0
16750,39,0,1,0,1,11826,0,0,3,12,1,1504,0
16751,64,0,0,0,1,17498,0,0,1,18,26,2326,1
16752,41,0,0,0,1,8932,3,3,2,4,3,28,1
16753,21,0,1,0,1,7584,0,0,1,22,4,7,0
16754,55,0,0,0,1,17490,0,0,2,20,7,3781,1
16755,44,0,0,0,1,9200,0,0,1,15,11,1433,1
16756,28,0,1,0,1,10576,3,1,1,16,1,2567,0
16757,54,0,1,0,1,18368,15,1,2,18,10,1185,0
16758,33,0,1,0,1,12380,5,3,2,18,8,4153,0
16759,50,0,0,0,1,12680,0,0,1,16,2,1565,0
16760,55,0,0,0,1,14060,6,3,3,3,2,3629,0
16761,20,0,1,0,1,7872,0,0,1,15,2,2227,0
16762,23,0,0,0,1,6200,2,3,3,4,12,2297,1
16763,53,0,1,0,1,11200,1,3,3,22,20,1089,0
16764,65,0,0,0,1,19968,0,0,2,21,28,2626,0
16765,26,0,1,0,1,12060,0,0,3,20,7,919,0
16766,41,0,0,0,1,14872,1,1,4,17,9,4578,0
16767,44,0,0,0,1,9424,15,3,1,18,4,7,0
16768,71,0,0,0,1,27324,6,3,1,18,1,1094,0
16769,25,0,0,0,1,10192,0,0,1,21,1,1600,1
16770,65,0,1,0,1,16492,0,0,1,19,1,1961,1
16771,21,10,1,1,0,8865,3,2,1,1,17,1948,0
16772,56,0,1,0,1,14534,0,0,1,16,1,6,0
16773,21,0,0,0,1,5656,1,3,3,19,24,3107,0
16774,31,0,0,0,1,10692,1,3,1,12,9,296,0
16775,53,0,1,0,1,10620,0,0,1,16,1,1993,1
16776,64,2,1,1,0,25350,5,4,2,22,9,2274,0
16777,47,0,1,0,1,10764,15,3,1,4,9,10,0
16778,55,4,0,1,0,19456,7,3,2,22,3,957,0
16779,34,8,0,1,0,15750,1,2,1,16,24,1127,0
16780,64,8,0,1,0,20711,15,4,1,21,2,4621,0
16781,21,3,1,1,0,6630,0,0,1,1,16,5091,0
16782,45,0,0,0,1,13420,7,1,1,6,4,262,0
16783,75,0,0,0,1,17696,2,1,6,22,6,272,0
16784,43,0,1,0,1,14200,2,1,1,16,10,2409,0
16785,22,39,1,0,0,22948,7,4,1,22,1,8,1
16786,40,0,0,0,1,11754,8,3,3,14,2,3997,0
16787,37,0,1,0,1,9198,0,0,1,21,4,2292,0
16788,22,0,0,0,1,6100,0,0,1,9,13,5422,0
16789,65,4,1,1,0,31056,3,1,1,16,16,79,1
16790,31,0,1,0,1,5900,5,1,4,12,9,10,0
16791,75,0,0,0,1,16860,0,0,2,15,29,2407,0
16792,50,0,0,0,1,15624,0,0,1,19,1,25,1
16793,39,0,1,0,1,14366,10,3,6,13,2,4292,1
16794,71,4,0,1,0,31280,0,0,1,16,3,28,0
16795,19,28,1,0,0,27888,2,1,3,21,3,336,0
16796,40,0,1,0,1,11860,10,2,4,13,2,463,0
16797,31,31,0,0,0,19392,12,1,1,12,3,403,0
16798,40,0,1,0,1,10144,0,0,1,22,2,1845,0
16799,39,3,0,1,0,17550,6,1,3,16,11,407,0
16800,56,0,0,0,1,14898,15,3,3,22,3,1513,1
16801,61,0,0,0,1,15912,3,3,3,18,1,327,0
16802,40,0,1,0,1,16416,0,0,1,12,5,1435,1
16803,34,0,0,0,1,5580,6,1,2,1,19,1231,0
16804,45,0,1,0,1,11898,0,0,2,11,2,502,0
16805,43,2,0,1,0,19140,6,3,2,21,3,972,1
16806,35,4,0,1,0,20256,2,4,1,3,2,419,0
16807,21,0,1,0,1,4218,0,0,4,17,4,1206,0
16808,48,0,0,0,1,10746,15,3,1,18,2,286,0
16809,47,0,0,0,1,11104,0,0,2,19,3,128,1
16810,57,8,0,1,0,28308,5,3,1,21,10,345,0
16811,71,0,0,0,1,22716,8,4,3,21,2,307,0
16812,75,0,0,0,1,23364,15,3,2,16,3,384,0
16813,58,5,0,1,0,20664,0,0,4,17,2,2088,0
16814,46,0,0,0,1,13552,7,3,1,18,1,123,1
16815,35,19,0,1,0,21427,0,0,4,14,7,2614,0
16816,28,0,1,0,1,5112,6,3,1,17,9,1302,0
16817,26,2,1,1,0,7859,0,0,1,17,23,366,1
16818,22,0,1,0,1,10608,0,0,1,15,15,1621,1
16819,48,0,1,0,1,13480,0,0,1,21,4,198,0
16820,22,0,1,0,1,9212,0,0,2,19,3,1691,0
16821,26,0,0,0,1,11484,0,0,4,20,1,2522,0
16822,26,0,0,0,1,4816,6,2,3,18,2,2122,0
16823,26,0,0,0,1,7952,3,3,1,15,33,1179,1
16824,45,6,1,1,0,21366,0,0,2,1,17,188,0
16825,17,31,0,1,0,30067,3,1,1,2,3,1791,0
16826,73,0,0,0,1,17136,0,0,1,18,4,2071,0
16827,65,0,1,0,1,22240,0,0,1,18,10,247,0
16828,31,0,0,0,1,6210,7,3,4,18,10,2520,0
16829,22,0,1,0,1,4272,0,0,1,7,3,1017,0
16830,43,0,0,0,1,14278,2,3,1,18,10,1438,1
16831,21,0,1,0,1,11808,0,0,4,20,19,4077,0
16832,22,0,1,0,1,5510,1,2,3,1,20,958,0
16833,44,0,1,0,1,10350,4,3,2,16,16,689,0
16834,58,0,0,0,1,14472,8,3,1,3,2,3062,1
16835,55,9,0,1,0,21907,2,4,5,17,1,39,0
16836,50,0,1,0,1,14280,0,0,6,12,3,3891,1
16837,33,6,1,1,0,16038,0,0,4,1,19,733,0
16838,27,0,0,0,1,10704,0,0,3,6,8,144,0
16839,21,0,1,0,1,4792,0,0,2,15,4,953,1
16840,48,0,0,0,1,15432,12,4,2,10,5,1477,1
16841,49,0,1,0,1,16172,1,1,2,13,2,2869,0
16842,42,4,0,1,0,19936,7,3,1,22,2,2250,0
16843,53,0,0,0,1,16584,15,2,1,18,2,576,0
16844,22,0,1,0,1,8328,0,0,1,17,3,1501,0
16845,29,33,1,0,0,24656,7,1,3,22,2,158,0
16846,27,0,1,0,1,11772,5,1,1,18,4,294,0
16847,36,0,1,0,1,8582,13,3,1,16,1,1099,0
16848,34,2,0,1,0,10694,15,3,5,14,21,5744,0
16849,26,0,1,0,1,7910,1,1,1,15,4,1081,0
16850,32,0,0,0,1,10016,5,3,1,3,2,1500,0
16851,35,7,0,1,0,12230,15,3,3,21,7,116,0
16852,52,0,1,0,1,14832,0,0,1,20,11,486,0
16853,46,0,1,0,1,16368,0,0,3,20,6,536,0
16854,32,0,0,0,1,11088,0,0,1,22,2,2778,0
16855,66,0,0,0,1,18536,12,3,4,22,2,3849,0
16856,57,4,0,1,0,27675,7,3,5,22,2,3915,0
16857,51,0,1,0,1,13662,15,1,1,16,3,1678,0
16858,44,0,1,0,1,15384,11,3,2,20,27,1059,0
16859,43,13,1,0,0,21577,10,4,1,17,1,327,0
16860,55,0,1,0,1,16548,5,1,1,1,18,3888,0
16861,65,0,0,0,1,16584,6,3,2,3,2,1834,1
16862,43,0,0,0,1,14542,3,3,4,18,1,63,0
16863,46,0,0,0,1,14832,15,4,2,22,10,765,0
16864,61,0,1,0,1,16172,15,2,1,13,10,584,0
16865,67,8,1,0,0,33314,5,3,1,22,1,1577,0
16866,22,0,0,0,1,9504,0,0,1,14,13,3281,1
16867,34,0,1,0,1,9114,5,3,4,18,3,28,1
16868,24,0,0,0,1,7272,0,0,1,22,12,716,0
16869,62,0,0,0,1,15678,15,2,2,17,6,5705,0
16870,53,0,0,0,1,12640,0,0,1,18,3,172,0
16871,48,0,1,0,1,15096,13,1,2,16,3,1513,0
16872,45,0,0,0,1,11440,1,3,2,15,8,4313,1
16873,23,0,1,0,1,7608,0,0,1,21,6,1572,0
16874,24,0,1,0,1,8946,0,0,1,20,6,231,1
16875,75,0,0,0,1,18690,5,3,1,13,8,1092,1
16876,49,0,0,0,1,10304,1,1,4,22,18,2670,1
16877,68,0,0,0,1,22644,4,1,1,17,1,5105,0
16878,47,2,0,1,0,20913,7,4,4,22,2,1171,0
16879,33,0,0,0,1,8028,0,0,1,20,7,1779,1
16880,33,0,1,0,1,7572,9,3,1,17,3,1506,0
16881,57,0,0,0,1,12260,13,1,1,22,1,488,0
16882,27,0,1,0,1,7692,0,0,1,20,6,322,0
16883,75,0,0,0,1,15932,2,3,1,1,17,914,0
16884,23,0,1,0,1,8244,0,0,1,19,8,1923,0
16885,68,0,0,0,1,17130,9,2,4,20,14,753,0
16886,35,0,1,0,1,10980,3,3,4,18,3,245,0
16887,55,0,0,0,1,15028,15,3,1,22,1,889,0
16888,21,52,0,1,0,35251,15,4,2,20,18,3367,0
16889,28,0,1,0,1,8162,5,2,4,13,7,594,0
16890,32,0,1,0,1,6300,0,0,2,19,15,5545,0
16891,75,0,0,0,1,21356,6,2,2,15,6,167,0
16892,66,1,0,1,0,30976,15,3,1,18,10,206,0
16893,44,3,0,1,0,21084,15,3,4,16,1,4624,1
16894,23,37,0,0,0,27264,15,2,3,16,8,278,0
16895,21,0,0,0,1,9184,0,0,4,1,16,5016,0
16896,47,0,0,0,1,12760,8,1,4,16,3,1982,0
16897,44,0,0,0,1,10626,5,1,4,22,1,790,1
16898,48,0,1,0,1,16944,2,1,2,4,9,157,0
16899,52,0,0,0,1,10314,0,0,1,15,1,2942,1
16900,41,0,0,0,1,12240,12,4,1,18,3,41,0
16901,23,0,1,0,1,6180,1,2,1,22,13,4061,1
16902,41,3,0,1,0,22935,0,0,4,22,2,1060,1
16903,28,0,0,0,1,7920,0,0,2,22,2,1189,1
16904,75,0,0,0,1,17220,3,4,4,8,4,1414,0
16905,20,2,0,1,0,8294,0,0,1,21,7,446,0
16906,56,0,0,0,1,14894,0,0,1,21,11,3303,1
16907,59,0,0,0,1,15340,1,3,2,22,1,183,0
16908,72,2,0,1,0,26166,5,1,1,15,3,346,0
16909,40,0,1,0,1,13580,0,0,2,17,2,154,1
16910,69,4,0,1,0,22495,2,3,3,2,15,1549,0
16911,37,0,0,0,1,9984,12,2,2,20,18,3525,0
16912,30,0,1,0,1,12960,8,1,1,16,1,3151,0
16913,75,0,0,0,1,21344,5,3,1,18,2,3500,0
16914,24,0,1,0,1,3702,0,0,1,6,11,2505,0
16915,59,0,1,0,1,18592,5,2,3,20,5,385,0
16916,48,0,0,0,1,13182,10,4,1,15,7,663,0
16917,24,10,1,1,0,8904,0,0,1,17,14,2809,0
16918,69,0,1,0,1,16406,5,1,2,20,1,1065,1
16919,51,0,1,0,1,14120,1,1,2,19,2,4309,0
16920,75,0,0,0,1,19096,6,4,1,17,2,2364,1
16921,30,4,0,1,0,11916,1,1,4,15,24,3515,1
16922,42,1,0,1,0,13216,4,1,1,1,12,288,0
16923,62,0,0,0,1,18480,3,1,2,22,2,654,0
16924,40,0,0,0,1,16608,0,0,2,20,19,739,0
16925,59,9,0,1,0,29988,15,1,1,17,1,1260,1
16926,20,33,0,1,0,20416,8,3,1,18,10,1687,0
16927,27,0,0,0,1,8672,5,1,1,13,6,31,1
16928,33,19,1,1,0,28403,6,1,2,19,3,4060,0
16929,29,0,1,0,1,7164,0,0,9,12,9,2406,1
16930,43,0,0,0,1,13464,3,3,1,18,1,1527,1
16931,36,0,1,0,1,9814,0,0,3,22,10,532,1
16932,75,0,0,0,1,21012,0,0,1,18,1,863,0
16933,53,0,0,0,1,11600,0,0,1,17,11,662,1
16934,63,0,0,0,1,16128,15,3,1,22,8,1886,0
16935,26,8,0,0,0,20160,2,1,1,19,7,1797,0
16936,23,0,1,0,1,3930,2,3,1,19,1,340,0
16937,50,0,0,0,1,10818,2,1,1,2,7,641,0
16938,75,0,0,0,1,18480,14,3,6,16,2,2496,0
16939,17,2,1,0,0,9190,0,0,1,18,6,368,0
16940,39,0,1,0,1,6948,7,3,1,22,4,2549,0
16941,71,0,1,0,1,23168,9,1,1,16,1,614,0
16942,16,15,1,1,0,15976,1,3,1,18,3,230,1
16943,65,0,1,0,1,17052,0,0,2,18,2,489,1
16944,51,0,0,0,1,17864,4,3,4,9,5,788,0
16945,56,6,0,1,0,24735,0,0,3,21,18,276,0
16946,50,0,1,0,1,16560,3,4,1,2,26,1988,0
16947,48,0,1,0,1,13600,1,1,2,16,4,1031,0
16948,41,0,0,0,1,12240,0,0,1,2,3,1098,0
16949,61,0,0,0,1,16432,3,3,1,21,1,4,0
16950,39,0,0,0,1,8512,9,3,1,10,8,3531,0
16951,58,0,0,0,1,16272,12,2,3,2,1,633,0
16952,37,10,0,1,0,18117,4,3,2,14,7,3437,0
16953,25,0,1,0,1,11754,0,0,1,16,8,1092,1
16954,24,0,0,0,1,7416,0,0,1,18,3,3339,0
16955,39,0,1,0,1,10928,0,0,1,15,2,1445,0
16956,23,42,0,1,0,21985,8,3,2,14,21,5019,0
16957,37,0,1,0,1,11500,8,2,2,1,8,3774,0
16958,26,0,1,0,1,6600,0,0,1,17,5,1688,0
16959,25,0,1,0,1,7080,0,0,3,19,17,160,0
16960,54,0,0,0,1,14088,10,3,2,21,7,3143,0
16961,19,56,1,0,0,33558,2,3,3,5,8,1886,1
16962,27,0,0,0,1,6640,0,0,1,22,2,1538,1
16963,23,0,0,0,1,8508,0,0,2,17,9,3628,0
16964,26,0,1,0,1,8560,1,2,5,1,6,1197,0
16965,55,17,0,1,0,29920,15,3,1,14,4,4888,1
16966,61,4,0,1,0,22383,1,4,1,22,1,24,1
16967,42,0,0,0,1,10746,0,0,1,22,4,3347,0
16968,22,3,1,0,0,7846,0,0,1,14,2,1082,0
16969,47,0,1,0,1,16978,0,0,3,4,13,546,0
16970,30,0,0,0,1,7476,0,0,1,22,16,100,0
16971,50,0,1,0,1,15290,3,1,1,3,2,2167,0
16972,68,5,0,1,0,33264,0,0,1,22,1,3565,0
16973,26,0,1,0,1,9856,0,0,6,17,2,3761,0
16974,57,0,0,0,1,14352,3,2,2,16,1,448,0
16975,26,0,0,0,1,7680,0,0,1,8,4,1334,0
